Voter_ID,State,Region,Age,Gender,Education_Level,Occupation,Income_Bracket,Polling_Station_Type,Party_Preference,Voted,Satisfaction_with_Government,Satisfaction_with_Local_Representative,Key_Issue,Is_First_Time_Voter,Predicted_Winner,Has_Voter_ID,Distance_to_Polling_Station_km,Time_Spent_in_Queue_minutes,Weather_on_Polling_Day,Social_Media_Influence,Voter_Satisfaction_Score
VOTER_16349,Andhra Pradesh,West,81,Other,Higher Secondary,Engineer,Low,Urban,Party C,No,2,5,Crime,No,Party B,No,11.67,44,Rainy,3,8.8
VOTER_16350,Karnataka,South,24,Female,Primary,Unemployed,Middle,Rural,Party E,Yes,4,4,Unemployment,Yes,Party D,No,19.68,79,Cloudy,3,8.5
VOTER_16351,Tamil Nadu,Central,39,Male,Graduate,Unemployed,Upper Middle,Urban,Party D,Yes,4,5,Corruption,Yes,Party D,No,4.08,30,Sunny,5,7.1
VOTER_16352,Madhya Pradesh,East,63,Female,Primary,Student,Low,Urban,Party D,No,4,3,Corruption,Yes,Party B,No,17.24,19,Rainy,5,4.9
VOTER_16353,Madhya Pradesh,East,57,Other,Graduate,Engineer,Low,Rural,Party D,Yes,3,2,Unemployment,Yes,Party C,No,23.97,116,Rainy,3,4.5
VOTER_16354,Uttar Pradesh,West,78,Other,Primary,Teacher,High,Rural,Party C,Yes,4,2,Crime,No,Party E,Yes,21.9,133,Rainy,1,8.0
VOTER_16355,Rajasthan,South,63,Other,Higher Secondary,Unemployed,High,Rural,Party C,Yes,3,5,Unemployment,Yes,Party A,Yes,1.65,127,Rainy,1,2.2
VOTER_16356,Madhya Pradesh,South,45,Male,Graduate,Business,Low,Urban,Party C,No,3,4,Crime,No,Party A,No,16.38,21,Cloudy,4,7.9
VOTER_16357,Bihar,North,52,Female,Higher Secondary,Unemployed,Low,Rural,Party A,No,3,4,Education,Yes,Party A,Yes,5.79,7,Cloudy,2,1.4
VOTER_16358,Madhya Pradesh,North,18,Female,Graduate,Business,Middle,Rural,Party C,No,4,4,Crime,No,Party A,No,2.02,46,Rainy,3,1.5
VOTER_16359,Uttar Pradesh,West,46,Male,Primary,Farmer,Low,Rural,Party A,No,2,5,Education,No,Party A,Yes,19.58,28,Rainy,2,8.9
VOTER_16360,West Bengal,West,26,Female,Primary,Unemployed,Low,Rural,Party A,Yes,2,4,Crime,Yes,Party A,Yes,14.17,130,Cloudy,1,6.1
VOTER_16361,Andhra Pradesh,South,26,Female,Primary,Laborer,Low,Rural,Party B,Yes,4,5,Education,Yes,Party B,Yes,13.83,109,Sunny,1,1.4
VOTER_16362,Maharashtra,West,39,Male,Graduate,Student,Middle,Rural,Party E,No,2,1,Unemployment,Yes,Party C,Yes,3.64,43,Sunny,3,5.3
VOTER_16363,West Bengal,East,80,Other,Secondary,Business,Low,Urban,Party B,No,4,5,Healthcare,No,Party D,Yes,23.13,157,Cloudy,3,7.6
VOTER_16364,West Bengal,Central,83,Female,No Schooling,Student,Middle,Urban,Party A,No,3,3,Infrastructure,No,Party C,Yes,2.7,121,Cloudy,2,2.2
VOTER_16365,Karnataka,South,75,Male,Graduate,Engineer,Middle,Urban,Party D,Yes,5,4,Agriculture,Yes,Party E,No,21.78,160,Cloudy,2,4.9
VOTER_16366,Rajasthan,East,72,Female,Graduate,Teacher,Upper Middle,Urban,Party B,No,1,4,Infrastructure,No,Party B,No,22.56,29,Cloudy,1,8.5
VOTER_16367,Uttar Pradesh,Central,30,Male,Secondary,Farmer,Middle,Urban,Party D,Yes,4,2,Agriculture,Yes,Party E,Yes,4.56,106,Rainy,3,6.0
VOTER_16368,Bihar,South,36,Male,Post Graduate,Engineer,Middle,Urban,Party B,No,3,5,Unemployment,Yes,Party A,Yes,2.35,78,Sunny,1,3.1
VOTER_16369,Karnataka,South,50,Other,Primary,Engineer,Upper Middle,Urban,Party C,Yes,5,1,Women Safety,Yes,Party B,Yes,4.11,13,Sunny,1,4.7
VOTER_16370,Bihar,South,82,Female,Higher Secondary,Laborer,Middle,Urban,Party E,Yes,3,4,Infrastructure,No,Party B,No,12.59,15,Cloudy,4,2.8
VOTER_16371,Tamil Nadu,East,77,Female,No Schooling,Teacher,Middle,Rural,Party B,No,1,2,Agriculture,No,Party D,No,12.82,122,Sunny,3,6.2
VOTER_16372,Andhra Pradesh,South,29,Other,Secondary,Unemployed,Upper Middle,Urban,Party C,No,2,5,Corruption,No,Party E,No,18.83,57,Cloudy,3,7.0
VOTER_16373,Andhra Pradesh,West,60,Female,Higher Secondary,Laborer,High,Rural,Party C,Yes,2,2,Women Safety,Yes,Party B,No,3.94,7,Rainy,2,8.6
VOTER_16374,Maharashtra,West,34,Male,Higher Secondary,Student,Upper Middle,Rural,Party B,Yes,3,1,Corruption,Yes,Party C,No,14.32,169,Sunny,3,2.8
VOTER_16375,Maharashtra,East,46,Other,Graduate,Doctor,Low,Rural,Party A,No,1,5,Unemployment,Yes,Party D,Yes,22.92,71,Cloudy,3,5.9
VOTER_16376,Bihar,East,72,Female,No Schooling,Homemaker,Upper Middle,Rural,Party E,No,3,4,Agriculture,No,Party B,Yes,15.52,124,Sunny,4,9.7
VOTER_16377,Bihar,South,24,Female,No Schooling,Doctor,Upper Middle,Rural,Party C,No,2,5,Women Safety,No,Party D,No,0.7,140,Rainy,5,9.9
VOTER_16378,Karnataka,West,61,Other,No Schooling,Homemaker,High,Rural,Party B,Yes,3,4,Corruption,Yes,Party D,No,16.56,157,Cloudy,1,3.3
VOTER_16379,Maharashtra,South,22,Other,Post Graduate,Homemaker,Middle,Urban,Party C,No,5,3,Infrastructure,Yes,Party A,No,22.87,71,Sunny,3,10.0
VOTER_16380,Maharashtra,Central,77,Male,Secondary,Engineer,Low,Rural,Party A,Yes,1,4,Women Safety,Yes,Party A,No,23.18,124,Cloudy,5,6.3
VOTER_16381,Karnataka,South,23,Male,Secondary,Doctor,Upper Middle,Rural,Party D,Yes,2,2,Unemployment,No,Party A,No,13.68,111,Sunny,3,1.5
VOTER_16382,Madhya Pradesh,West,24,Male,Graduate,Homemaker,Upper Middle,Urban,Party E,Yes,3,1,Crime,No,Party E,No,4.66,140,Cloudy,4,6.9
VOTER_16383,Gujarat,East,63,Female,No Schooling,Business,High,Rural,Party D,No,1,5,Unemployment,Yes,Party B,Yes,18.88,160,Rainy,1,7.2
VOTER_16384,Rajasthan,Central,74,Other,Higher Secondary,Doctor,High,Rural,Party E,No,3,3,Agriculture,Yes,Party A,No,2.06,141,Rainy,2,1.5
VOTER_16385,Rajasthan,West,71,Male,Primary,Teacher,Upper Middle,Rural,Party A,Yes,2,3,Corruption,No,Party C,Yes,5.11,106,Cloudy,4,2.1
VOTER_16386,Rajasthan,East,63,Female,Graduate,Teacher,Middle,Rural,Party B,Yes,1,3,Corruption,No,Party E,Yes,22.49,174,Sunny,2,9.8
VOTER_16387,Madhya Pradesh,North,27,Male,Primary,Teacher,Upper Middle,Urban,Party A,No,2,2,Infrastructure,Yes,Party B,Yes,8.34,87,Rainy,5,5.3
VOTER_16388,Karnataka,Central,21,Other,Primary,Teacher,Low,Rural,Party E,No,5,4,Healthcare,Yes,Party B,No,17.85,118,Sunny,3,2.9
VOTER_16389,Karnataka,South,84,Female,Graduate,Farmer,High,Rural,Party D,No,5,3,Crime,No,Party E,Yes,24.19,20,Rainy,4,2.9
VOTER_16390,Bihar,East,42,Male,No Schooling,Business,Low,Urban,Party D,No,4,1,Unemployment,No,Party D,Yes,3.35,103,Cloudy,2,7.5
VOTER_16391,Andhra Pradesh,South,78,Other,Secondary,Retired,Upper Middle,Rural,Party E,Yes,1,1,Education,Yes,Party E,No,23.01,36,Sunny,1,6.6
VOTER_16392,Karnataka,South,55,Male,Graduate,Engineer,Upper Middle,Urban,Party B,Yes,5,5,Agriculture,No,Party D,Yes,13.46,100,Sunny,2,7.0
VOTER_16393,Madhya Pradesh,East,49,Female,Higher Secondary,Engineer,Upper Middle,Urban,Party D,No,4,1,Corruption,Yes,Party B,Yes,14.67,147,Sunny,3,6.4
VOTER_16394,Bihar,North,40,Other,Higher Secondary,Teacher,Upper Middle,Urban,Party B,No,1,4,Infrastructure,Yes,Party B,No,3.76,117,Cloudy,4,9.6
VOTER_16395,Gujarat,Central,54,Other,Graduate,Engineer,Middle,Rural,Party A,No,2,4,Agriculture,Yes,Party E,No,11.69,5,Sunny,3,2.3
VOTER_16396,West Bengal,North,20,Female,Graduate,Unemployed,High,Rural,Party E,Yes,3,3,Infrastructure,Yes,Party B,No,6.46,166,Sunny,5,9.3
VOTER_16397,Tamil Nadu,West,30,Female,Post Graduate,Homemaker,Low,Urban,Party D,No,3,4,Education,Yes,Party B,Yes,7.03,100,Sunny,3,1.6
VOTER_16398,Andhra Pradesh,North,51,Female,Post Graduate,Unemployed,Upper Middle,Rural,Party D,No,2,4,Infrastructure,Yes,Party A,No,0.8,72,Rainy,5,9.3
VOTER_16399,Bihar,North,82,Male,Primary,Laborer,Upper Middle,Rural,Party A,No,5,3,Education,No,Party C,No,21.54,119,Sunny,1,5.8
VOTER_16400,Bihar,North,25,Male,Secondary,Teacher,Middle,Urban,Party A,No,3,5,Women Safety,Yes,Party B,No,1.07,167,Cloudy,2,1.3
VOTER_16401,Madhya Pradesh,South,26,Other,No Schooling,Business,High,Urban,Party D,Yes,2,4,Education,Yes,Party B,No,6.13,18,Cloudy,4,1.3
VOTER_16402,Bihar,South,45,Female,Higher Secondary,Farmer,Low,Urban,Party D,No,4,4,Healthcare,No,Party C,Yes,4.23,150,Cloudy,1,5.5
VOTER_16403,Uttar Pradesh,East,35,Other,Post Graduate,Farmer,Low,Rural,Party B,Yes,4,2,Unemployment,No,Party C,No,9.31,151,Cloudy,2,9.1
VOTER_16404,Maharashtra,South,59,Other,Secondary,Student,Upper Middle,Urban,Party D,Yes,2,5,Infrastructure,No,Party A,Yes,10.51,135,Cloudy,2,2.0
VOTER_16405,Tamil Nadu,East,58,Male,Post Graduate,Homemaker,High,Urban,Party E,No,1,3,Agriculture,No,Party E,No,4.1,160,Cloudy,5,1.9
VOTER_16406,Maharashtra,North,50,Female,Primary,Retired,Middle,Urban,Party E,No,5,2,Education,No,Party B,Yes,19.42,147,Rainy,2,9.0
VOTER_16407,Andhra Pradesh,South,71,Female,Secondary,Business,Low,Urban,Party B,Yes,5,2,Healthcare,Yes,Party C,Yes,19.42,161,Cloudy,5,3.2
VOTER_16408,Karnataka,South,53,Male,No Schooling,Business,Middle,Rural,Party B,No,2,5,Education,Yes,Party C,Yes,15.73,26,Cloudy,1,4.7
VOTER_16409,Tamil Nadu,West,73,Female,Graduate,Doctor,Middle,Urban,Party A,No,3,4,Education,Yes,Party A,Yes,5.45,50,Rainy,3,5.7
VOTER_16410,Tamil Nadu,Central,34,Other,Graduate,Farmer,Low,Urban,Party A,No,5,3,Healthcare,Yes,Party B,No,16.84,67,Sunny,1,2.8
VOTER_16411,Tamil Nadu,Central,27,Female,Graduate,Doctor,Middle,Rural,Party E,Yes,5,5,Agriculture,Yes,Party E,Yes,21.83,159,Rainy,5,1.4
VOTER_16412,Madhya Pradesh,North,61,Female,Primary,Homemaker,Low,Rural,Party E,No,4,2,Crime,No,Party E,No,13.05,120,Cloudy,5,8.8
VOTER_16413,Maharashtra,North,19,Female,No Schooling,Farmer,Upper Middle,Urban,Party A,Yes,4,1,Agriculture,Yes,Party B,No,9.81,133,Sunny,2,5.7
VOTER_16414,Tamil Nadu,Central,31,Female,Secondary,Business,Low,Rural,Party B,Yes,4,3,Unemployment,Yes,Party B,Yes,24.19,125,Cloudy,1,2.7
VOTER_16415,Karnataka,East,58,Other,Higher Secondary,Doctor,Upper Middle,Rural,Party D,Yes,5,1,Women Safety,Yes,Party D,No,5.99,120,Cloudy,1,2.2
VOTER_16416,Andhra Pradesh,East,19,Male,Primary,Retired,High,Urban,Party C,No,5,4,Agriculture,No,Party E,Yes,24.83,72,Sunny,3,6.9
VOTER_16417,Rajasthan,Central,36,Other,No Schooling,Retired,Upper Middle,Urban,Party C,Yes,5,5,Unemployment,Yes,Party A,No,5.6,177,Rainy,3,7.6
VOTER_16418,Bihar,West,18,Other,Higher Secondary,Farmer,Middle,Rural,Party E,No,3,4,Unemployment,No,Party C,No,22.61,113,Cloudy,2,7.6
VOTER_16419,Tamil Nadu,South,19,Female,Graduate,Homemaker,Upper Middle,Urban,Party C,Yes,3,5,Agriculture,Yes,Party A,No,6.57,167,Sunny,1,2.5
VOTER_16420,Karnataka,West,44,Female,No Schooling,Teacher,Low,Urban,Party C,No,3,2,Corruption,No,Party C,No,17.05,17,Cloudy,3,5.2
VOTER_16421,Rajasthan,West,19,Female,Secondary,Homemaker,High,Rural,Party B,No,1,4,Women Safety,No,Party B,Yes,21.97,24,Rainy,4,9.9
VOTER_16422,Uttar Pradesh,West,68,Male,Primary,Engineer,Upper Middle,Urban,Party C,No,5,1,Infrastructure,Yes,Party E,Yes,4.22,128,Cloudy,2,4.1
VOTER_16423,Rajasthan,South,27,Other,No Schooling,Laborer,Upper Middle,Rural,Party E,No,5,2,Crime,Yes,Party E,No,20.62,71,Rainy,1,4.1
VOTER_16424,West Bengal,East,36,Male,Post Graduate,Business,Middle,Rural,Party B,Yes,2,5,Unemployment,No,Party A,No,18.76,155,Sunny,1,5.2
VOTER_16425,Andhra Pradesh,East,30,Other,Graduate,Engineer,Middle,Urban,Party B,No,2,2,Infrastructure,No,Party B,Yes,18.9,35,Cloudy,3,6.2
VOTER_16426,Bihar,East,65,Male,Post Graduate,Farmer,High,Rural,Party C,Yes,1,1,Women Safety,Yes,Party E,Yes,22.99,54,Sunny,4,8.9
VOTER_16427,Karnataka,West,73,Male,Primary,Unemployed,Low,Rural,Party D,No,2,3,Infrastructure,No,Party B,Yes,10.59,164,Rainy,2,5.9
VOTER_16428,Maharashtra,North,73,Male,Higher Secondary,Farmer,High,Rural,Party B,No,3,5,Education,Yes,Party B,No,9.61,9,Sunny,3,5.0
VOTER_16429,Rajasthan,West,67,Female,Graduate,Retired,Middle,Rural,Party A,Yes,1,3,Corruption,No,Party C,No,18.14,104,Rainy,4,1.9
VOTER_16430,Tamil Nadu,North,62,Female,Higher Secondary,Retired,Low,Urban,Party D,No,1,2,Education,Yes,Party E,No,4.57,61,Cloudy,3,5.1
VOTER_16431,Karnataka,South,76,Female,Graduate,Farmer,Low,Rural,Party E,No,1,4,Infrastructure,Yes,Party E,Yes,2.18,76,Cloudy,3,3.2
VOTER_16432,West Bengal,Central,56,Female,Secondary,Engineer,Middle,Urban,Party E,Yes,4,5,Corruption,No,Party B,No,21.5,55,Rainy,2,6.2
VOTER_16433,Maharashtra,West,38,Other,Primary,Engineer,Upper Middle,Urban,Party B,No,2,2,Healthcare,Yes,Party C,No,3.72,74,Rainy,4,4.4
VOTER_16434,Gujarat,East,72,Other,No Schooling,Student,Low,Urban,Party D,No,5,5,Women Safety,No,Party B,No,21.56,126,Sunny,3,3.9
VOTER_16435,Bihar,North,74,Female,Higher Secondary,Teacher,Low,Rural,Party D,No,4,1,Infrastructure,Yes,Party C,Yes,14.07,11,Cloudy,3,6.6
VOTER_16436,Bihar,East,58,Female,Higher Secondary,Engineer,Middle,Urban,Party B,No,3,2,Corruption,No,Party A,No,5.7,72,Rainy,1,4.2
VOTER_16437,Madhya Pradesh,West,66,Other,Higher Secondary,Engineer,Middle,Rural,Party E,Yes,4,4,Women Safety,Yes,Party C,No,2.21,67,Cloudy,5,7.4
VOTER_16438,Gujarat,South,61,Male,Secondary,Farmer,Upper Middle,Rural,Party A,No,3,5,Healthcare,No,Party E,No,22.54,138,Sunny,3,7.4
VOTER_16439,Uttar Pradesh,South,52,Male,Secondary,Student,Low,Rural,Party D,Yes,5,4,Agriculture,No,Party E,Yes,11.42,60,Cloudy,4,7.0
VOTER_16440,West Bengal,North,22,Male,Post Graduate,Farmer,Upper Middle,Rural,Party D,No,5,4,Unemployment,Yes,Party C,Yes,21.85,126,Sunny,1,4.3
VOTER_16441,Andhra Pradesh,East,68,Female,Secondary,Teacher,Low,Urban,Party E,No,2,1,Crime,No,Party B,Yes,6.1,44,Rainy,4,7.5
VOTER_16442,West Bengal,Central,74,Female,Graduate,Engineer,Low,Rural,Party B,No,4,3,Women Safety,Yes,Party B,Yes,13.14,144,Rainy,2,5.6
VOTER_16443,Maharashtra,North,75,Female,Post Graduate,Business,Middle,Rural,Party C,Yes,5,2,Corruption,No,Party A,No,18.13,18,Rainy,1,8.8
VOTER_16444,Karnataka,South,53,Male,Post Graduate,Retired,Upper Middle,Rural,Party D,Yes,3,3,Unemployment,Yes,Party A,Yes,15.84,43,Cloudy,5,6.2
VOTER_16445,Uttar Pradesh,North,27,Male,Secondary,Student,Middle,Urban,Party C,No,5,3,Crime,Yes,Party C,Yes,6.89,42,Rainy,1,6.4
VOTER_16446,Andhra Pradesh,South,67,Female,Post Graduate,Homemaker,Low,Rural,Party B,Yes,2,1,Unemployment,Yes,Party D,No,6.76,79,Cloudy,4,7.2
VOTER_16447,Tamil Nadu,West,54,Female,Post Graduate,Unemployed,Upper Middle,Urban,Party B,No,3,4,Women Safety,Yes,Party E,No,1.87,174,Rainy,3,8.8
VOTER_16448,Rajasthan,West,37,Other,Primary,Unemployed,Upper Middle,Rural,Party B,Yes,1,4,Healthcare,No,Party C,Yes,2.08,119,Rainy,2,4.3
VOTER_16449,Bihar,West,30,Female,Primary,Farmer,Middle,Rural,Party E,No,2,2,Crime,Yes,Party D,Yes,6.55,43,Sunny,2,3.4
VOTER_16450,Andhra Pradesh,South,36,Other,Post Graduate,Unemployed,Low,Urban,Party D,No,2,1,Education,Yes,Party E,No,4.98,179,Cloudy,5,7.2
VOTER_16451,Madhya Pradesh,West,73,Male,Graduate,Homemaker,High,Rural,Party D,No,1,5,Women Safety,No,Party B,Yes,10.75,118,Cloudy,5,9.5
VOTER_16452,Andhra Pradesh,West,62,Female,Higher Secondary,Engineer,Middle,Rural,Party D,No,5,4,Education,Yes,Party E,Yes,23.28,18,Sunny,3,4.6
VOTER_16453,Maharashtra,Central,77,Male,Secondary,Teacher,Upper Middle,Rural,Party D,Yes,2,2,Healthcare,No,Party D,Yes,21.77,19,Rainy,3,5.7
VOTER_16454,Tamil Nadu,Central,74,Male,Secondary,Retired,Upper Middle,Rural,Party C,No,1,5,Infrastructure,No,Party A,No,23.86,100,Rainy,5,7.7
VOTER_16455,Bihar,East,71,Female,Secondary,Doctor,Middle,Rural,Party A,No,1,3,Unemployment,Yes,Party C,No,15.12,48,Sunny,1,10.0
VOTER_16456,Uttar Pradesh,North,54,Other,Higher Secondary,Homemaker,High,Rural,Party D,Yes,2,1,Unemployment,No,Party C,No,22.94,75,Cloudy,4,2.5
VOTER_16457,Bihar,Central,54,Other,Primary,Student,Middle,Rural,Party A,Yes,4,5,Corruption,Yes,Party D,No,4.01,39,Rainy,3,5.2
VOTER_16458,Gujarat,North,31,Male,Higher Secondary,Farmer,High,Urban,Party D,Yes,2,4,Education,No,Party D,Yes,10.63,165,Rainy,4,7.2
VOTER_16459,Rajasthan,North,61,Male,Primary,Engineer,Upper Middle,Urban,Party C,No,4,2,Healthcare,Yes,Party E,Yes,14.06,110,Rainy,3,1.4
VOTER_16460,West Bengal,North,59,Male,Higher Secondary,Retired,Low,Rural,Party D,No,5,2,Crime,Yes,Party D,Yes,14.88,140,Sunny,5,6.7
VOTER_16461,Rajasthan,East,18,Female,Graduate,Student,Upper Middle,Rural,Party E,Yes,1,1,Healthcare,Yes,Party B,No,13.04,105,Rainy,1,9.1
VOTER_16462,Tamil Nadu,North,40,Other,Higher Secondary,Doctor,Low,Rural,Party E,Yes,3,3,Unemployment,No,Party C,Yes,2.7,6,Cloudy,2,3.6
VOTER_16463,Andhra Pradesh,South,81,Female,Post Graduate,Retired,Upper Middle,Urban,Party B,No,2,4,Infrastructure,Yes,Party A,No,0.82,133,Sunny,4,2.8
VOTER_16464,Maharashtra,Central,45,Other,Post Graduate,Laborer,Low,Urban,Party E,Yes,3,3,Education,No,Party E,Yes,24.56,118,Rainy,2,3.4
VOTER_16465,Maharashtra,South,21,Other,No Schooling,Business,Low,Rural,Party B,No,5,1,Infrastructure,Yes,Party D,Yes,2.64,20,Cloudy,1,3.5
VOTER_16466,Andhra Pradesh,South,58,Other,Higher Secondary,Business,Middle,Rural,Party A,Yes,2,1,Agriculture,Yes,Party C,No,22.99,76,Rainy,3,9.6
VOTER_16467,Bihar,South,77,Male,Secondary,Teacher,High,Rural,Party C,No,3,3,Unemployment,Yes,Party D,No,22.57,11,Cloudy,1,9.3
VOTER_16468,Tamil Nadu,North,35,Male,Primary,Business,Upper Middle,Urban,Party D,Yes,5,5,Crime,No,Party D,Yes,21.34,45,Rainy,1,4.5
VOTER_16469,West Bengal,North,80,Other,Higher Secondary,Engineer,High,Urban,Party E,No,4,5,Infrastructure,No,Party B,Yes,6.41,156,Cloudy,2,5.6
VOTER_16470,Karnataka,North,78,Male,Primary,Student,Upper Middle,Rural,Party E,Yes,5,1,Women Safety,No,Party C,Yes,18.78,79,Cloudy,3,6.3
VOTER_16471,Rajasthan,West,66,Female,No Schooling,Business,Upper Middle,Urban,Party A,No,2,5,Corruption,Yes,Party E,No,2.61,145,Rainy,4,5.7
VOTER_16472,Tamil Nadu,North,64,Male,Post Graduate,Student,Low,Urban,Party A,No,2,5,Infrastructure,No,Party C,No,5.51,19,Sunny,3,9.6
VOTER_16473,Karnataka,Central,56,Female,No Schooling,Homemaker,Low,Rural,Party E,Yes,2,2,Agriculture,Yes,Party D,Yes,7.29,35,Sunny,4,5.1
VOTER_16474,Madhya Pradesh,North,23,Other,No Schooling,Unemployed,Low,Urban,Party C,Yes,5,3,Education,No,Party B,No,2.58,56,Cloudy,2,1.0
VOTER_16475,Gujarat,Central,70,Female,Higher Secondary,Unemployed,Middle,Rural,Party E,No,2,2,Crime,No,Party E,No,11.39,120,Cloudy,5,3.7
VOTER_16476,Uttar Pradesh,Central,42,Female,Secondary,Engineer,Upper Middle,Urban,Party D,Yes,5,2,Healthcare,Yes,Party C,No,5.25,90,Sunny,5,7.8
VOTER_16477,West Bengal,East,82,Male,No Schooling,Homemaker,Upper Middle,Urban,Party E,No,1,1,Healthcare,No,Party C,No,13.2,15,Cloudy,5,2.9
VOTER_16478,Maharashtra,West,22,Male,Secondary,Student,High,Urban,Party C,No,1,1,Healthcare,No,Party D,Yes,6.67,144,Sunny,1,2.3
VOTER_16479,Tamil Nadu,North,82,Female,Post Graduate,Homemaker,Upper Middle,Rural,Party B,Yes,1,1,Corruption,Yes,Party A,No,14.27,68,Sunny,2,9.9
VOTER_16480,Gujarat,South,25,Other,Post Graduate,Doctor,Upper Middle,Urban,Party E,No,3,2,Education,No,Party B,Yes,3.22,128,Sunny,5,1.4
VOTER_16481,Karnataka,North,56,Other,Secondary,Retired,High,Urban,Party B,Yes,1,4,Infrastructure,Yes,Party D,Yes,10.47,131,Rainy,5,7.7
VOTER_16482,Gujarat,North,60,Male,Higher Secondary,Farmer,High,Urban,Party C,Yes,1,2,Women Safety,No,Party B,Yes,2.52,108,Sunny,1,8.5
VOTER_16483,Tamil Nadu,Central,22,Other,No Schooling,Teacher,High,Rural,Party A,Yes,5,2,Agriculture,Yes,Party C,No,14.8,174,Cloudy,4,2.7
VOTER_16484,Gujarat,East,21,Male,No Schooling,Retired,Low,Urban,Party C,Yes,5,2,Women Safety,Yes,Party C,No,2.92,111,Cloudy,1,7.8
VOTER_16485,Tamil Nadu,South,18,Other,Primary,Student,High,Rural,Party B,No,2,5,Unemployment,No,Party B,No,5.21,125,Rainy,3,2.1
VOTER_16486,Madhya Pradesh,North,73,Other,Higher Secondary,Student,Upper Middle,Rural,Party C,No,2,5,Education,No,Party B,Yes,4.38,143,Cloudy,2,1.5
VOTER_16487,Bihar,South,62,Male,Post Graduate,Homemaker,Upper Middle,Urban,Party C,Yes,2,1,Education,Yes,Party B,No,11.93,126,Rainy,4,8.4
VOTER_16488,Bihar,South,82,Female,Secondary,Unemployed,Low,Urban,Party A,Yes,5,2,Unemployment,No,Party A,No,17.03,31,Cloudy,1,5.8
VOTER_16489,Gujarat,Central,20,Male,Post Graduate,Unemployed,Middle,Rural,Party A,No,5,2,Women Safety,Yes,Party E,Yes,7.76,105,Sunny,5,9.1
VOTER_16490,Gujarat,Central,39,Male,No Schooling,Teacher,Middle,Rural,Party E,No,1,1,Education,No,Party B,No,4.82,71,Sunny,4,7.1
VOTER_16491,Bihar,East,73,Other,Higher Secondary,Business,Upper Middle,Urban,Party B,Yes,4,3,Agriculture,No,Party A,Yes,10.0,16,Cloudy,3,3.7
VOTER_16492,Bihar,Central,35,Female,Primary,Teacher,Middle,Urban,Party E,Yes,5,4,Women Safety,No,Party B,No,4.78,133,Cloudy,5,7.5
VOTER_16493,Madhya Pradesh,East,42,Male,Primary,Business,Low,Rural,Party C,No,4,4,Agriculture,Yes,Party E,Yes,22.6,15,Rainy,3,4.1
VOTER_16494,Uttar Pradesh,East,65,Other,Secondary,Doctor,Low,Urban,Party A,Yes,5,3,Women Safety,No,Party A,Yes,20.28,120,Sunny,2,6.1
VOTER_16495,Uttar Pradesh,East,48,Male,Secondary,Student,Middle,Rural,Party B,No,5,1,Healthcare,Yes,Party D,No,23.13,72,Cloudy,4,1.8
VOTER_16496,Maharashtra,East,47,Female,No Schooling,Business,Low,Rural,Party E,Yes,3,3,Infrastructure,No,Party D,Yes,5.53,50,Sunny,1,2.0
VOTER_16497,Andhra Pradesh,East,83,Other,No Schooling,Business,Middle,Rural,Party B,No,4,4,Education,No,Party A,Yes,11.24,113,Sunny,3,2.7
VOTER_16498,Tamil Nadu,Central,27,Other,Primary,Retired,Middle,Urban,Party E,No,3,3,Healthcare,No,Party B,No,12.44,42,Rainy,4,2.2
VOTER_16499,Maharashtra,West,76,Male,No Schooling,Student,High,Rural,Party E,No,1,2,Unemployment,Yes,Party A,Yes,3.21,92,Sunny,3,1.4
VOTER_16500,Maharashtra,South,68,Female,Post Graduate,Laborer,High,Rural,Party C,No,3,5,Agriculture,No,Party A,No,19.77,15,Sunny,4,6.8
VOTER_16501,Tamil Nadu,Central,26,Male,Higher Secondary,Laborer,Middle,Urban,Party C,No,3,2,Healthcare,No,Party E,No,5.33,152,Sunny,2,9.5
VOTER_16502,Gujarat,North,71,Male,Secondary,Unemployed,High,Urban,Party C,No,1,4,Unemployment,Yes,Party D,Yes,14.33,10,Sunny,3,8.2
VOTER_16503,West Bengal,West,79,Female,Primary,Teacher,Middle,Urban,Party D,Yes,4,5,Corruption,Yes,Party D,No,21.15,132,Rainy,4,3.0
VOTER_16504,Bihar,Central,26,Male,No Schooling,Teacher,Low,Urban,Party A,Yes,2,5,Unemployment,Yes,Party B,Yes,3.33,127,Cloudy,3,1.3
VOTER_16505,Maharashtra,Central,26,Other,Post Graduate,Doctor,Low,Urban,Party D,Yes,5,3,Infrastructure,Yes,Party D,Yes,15.53,47,Sunny,4,9.6
VOTER_16506,Maharashtra,North,41,Male,Higher Secondary,Student,Middle,Urban,Party D,Yes,4,2,Women Safety,Yes,Party B,Yes,3.42,23,Cloudy,1,9.2
VOTER_16507,Maharashtra,West,56,Female,No Schooling,Retired,High,Urban,Party E,No,1,3,Agriculture,Yes,Party A,Yes,7.61,138,Rainy,4,4.5
VOTER_16508,Rajasthan,Central,25,Female,Graduate,Farmer,Middle,Rural,Party C,No,3,4,Healthcare,Yes,Party D,Yes,3.37,83,Cloudy,1,1.6
VOTER_16509,Tamil Nadu,West,42,Other,Secondary,Doctor,Middle,Urban,Party C,Yes,2,5,Healthcare,No,Party E,No,24.7,172,Rainy,2,8.3
VOTER_16510,Rajasthan,South,83,Other,Primary,Student,High,Urban,Party D,Yes,3,3,Women Safety,No,Party B,No,0.69,51,Sunny,1,7.7
